,Species,Fertilization,Reproduction,ParentalCare,AddInfo,Mouthbrooder
577,Haplochromis serridens,external,external brooders,NA,Mouthbrooding by females.,y
578,Haplochromis simpsoni,NA,external brooders,NA,Mouthbrooder.,y
579,Haplochromis smithii,external,external brooders,NA,Mouthbrooding by females.,y
580,Haplochromis spekii,NA,external brooders,NA,Mouthbrooder.,y
581,Haplochromis sphex,NA,external brooders,maternal,Mouth brooding done by the female (Ref. 85523).,y
582,Haplochromis squamipinnis,external,external brooders,NA,Mouthbrooding by females.,y
583,Haplochromis squamulatus,external,external brooders,NA,Mouthbrooding by females.,y
584,Haplochromis sulphureus,external,external brooders,NA,Mouthbrooding by females.,y
585,Haplochromis taurinus,external,external brooders,NA,Mouthbrooding by females.,y
586,Haplochromis teegelaari,NA,external brooders,NA,Mouthbrooder.,y
587,Haplochromis teunisrasi,external,external brooders,NA,Mouthbrooding by females.,y
588,Haplochromis theliodon,external,external brooders,NA,Mouthbrooding by females.,y
589,Haplochromis thuragnathus,NA,external brooders,NA,Mouthbrooder.,y
590,Haplochromis tridens,external,external brooders,NA,Mouthbrooding by females.,y
591,Haplochromis turkanae,external,external brooders,NA,Mouthbrooding by females.,y
592,Haplochromis tyrianthinus,external,external brooders,NA,Mouthbrooding by females.,y
593,Haplochromis velifer,NA,external brooders,NA,Mouthbrooder.,y
594,Haplochromis venator,NA,external brooders,NA,Mouthbrooder.,y
595,Haplochromis vicarius,external,external brooders,NA,Mouthbrooding by females.,y
596,Haplochromis victoriae,external,external brooders,NA,Females are mouthbrooders.,y
597,Haplochromis victorianus,NA,external brooders,NA,Mouthbrooder.,y
598,Haplochromis vittatus,NA,external brooders,NA,Mouthbrooder.,y
599,Haplochromis welcommei,NA,external brooders,NA,Mouthbrooder.,y
600,Haplochromis worthingtoni,NA,external brooders,NA,Mouthbrooder.,y
601,Haplochromis xanthopteryx,NA,external brooders,NA,A polygynous female mouth brooder with maternal parental care.,y
602,Haplochromis xenognathus,external,external brooders,NA,Mouthbrooding by females.,y
603,Haplochromis xenostoma,NA,external brooders,NA,Mouthbrooder.,y
604,Haplotaxodon microlepis,external,external brooders,biparental,Larvae of up to 2.34 cm TL are mouthbrooded by male and female parents ranging from 16.6 to 18.3 cm SL (Ref. 86760).,y
605,Hemichromis bimaculatus,external,clutch tenders,NA,NA,n
606,Hemichromis elongatus,external,nesters,biparental,Oviparous (Ref. 205).,n
607,Hemichromis fasciatus,external,clutch tenders,biparental,Introduced individuals in Austria reported to form pairs during spawning.  Female deposits eggs on exposed hard surfaces such as stones or wood.  Both parents guard larvae and juveniles for 4-8 weeks (Ref. 59043).,n
608,Hemichromis guttatus,NA,clutch tenders,NA,Reported to form pairs.  Female deposits eggs on exposed hard surfaces such as stones or wood.  Both parents guard larvae and juveniles for about 4 weeks (Ref. 59043).,n
609,Hemichromis letourneuxi,external,clutch tenders,NA,NA,n
610,Hemichromis lifalili,external,clutch tenders,NA,NA,n
611,Hemitilapia oxyrhyncha,in mouth,external brooders,NA,Female is moutbrooder.,y
612,Herichthys carpintis,external,clutch tenders,NA,"Both parents tend the clutch; female takes care for the eggs, male defends the territory.",n
613,Herichthys cyanoguttatus,external,clutch tenders,NA,Both parents tend the clutch.,n
614,Herichthys minckleyi,external,clutch tenders,NA,Female guards the brood.,n
615,Herichthys tamasopoensis,external,clutch tenders,biparental,Both parents tend the clutch (Ref. 47076).,n
616,Heroina isonycterina,external,clutch tenders,NA,Both parents care for eggs and young (Ref. 40602).,n
617,Heros efasciatus,external,clutch tenders,NA,Up to 1000 eggs are depoited on flat stones or on roots; both parents participate in caring for eggs and larvae (Ref. 40602).,n
618,Heros severus,external,external brooders,NA,Up to 200 eggs are deposited on stones or roots and defended by both parents: larvae are taken into the mouth. Parental care can last up to 6 weeks (Ref. 40602).,y
619,Hoplarchus psittacus,external,clutch tenders,NA,NA,n
620,Hypselecara coryphaenoides,external,clutch tenders,NA,Both parents guard eggs and larvae (Ref. 40602).,n
621,Hypselecara temporalis,external,clutch tenders,biparental,"Mature males have a well developed frontal hump. Spawning occurs in holes dug in the substrate and both parents watch over their eggs and alevins (Ref. 35237, 13371).",n
622,Hypsophrys nematopus,external,brood hiders,NA,Spawns in caves. During spawning both parents completely change their color.,n
623,Hypsophrys nicaraguensis,external,clutch tenders,NA,"Deposits eggs in sand depressions. Produces about 200-400 non adhesive eggs with females practicing communal care during the post spawning period (an unusual behavior referred to as ""creching"", Ref. 44091). A group of 3 or 4 females stand guard over their combined spawns, encircling the expanded group and do not allow any intruders or predators into the rearing arena.",n
624,Iodotropheus sprengerae,in mouth,external brooders,NA,Female is mouthbrooder.,y
625,Iranocichla hormuzensis,in mouth,external brooders,NA,Female mouth brooder with up to 38 eggs (Ref. 36597).,y
626,Julidochromis dickfeldi,external,clutch tenders,NA,NA,n
627,Julidochromis marlieri,external,clutch tenders,NA,"The same study (Ref. 54894) claims that polyandry aside from monogamy is also demonstrated by this species because of some observations in the nesting area where a female occupies 2 territories each with a male. This idea of an expanded mating system for <i>J. marlieri</i> was initially suggested by Yamagishi and Kohda (1996). However, monogamous pairs are most common (Ref. 54944). Males guard the nest against attacks by cichlid and non-cichlid predators alike (Ref. 54944).",n
628,Julidochromis ornatus,external,clutch tenders,NA,NA,n
629,Julidochromis regani,external,nesters,NA,Oviparous (Ref. 205).,n
630,Julidochromis transcriptus,external,clutch tenders,NA,NA,n
631,Konia dikume,external,external brooders,NA,Assumed to be the same as in <i>K. eisentrauti</i>.,y
632,Konia eisentrauti,external,external brooders,NA,"Male or female carries the egg in the mouth (Ref. 52307, Ref. 13614).  A few days prior to spawning, both partners remain close together for much of the time; the genital papilla of the female is clearly visible immediately before spawning and is much broader and larger then the male's; females normally more succesfull in brooding the fry; specimens are relatively shy and prefer to lie silently near the bottom in secluded areas when mouthbrooding, which ends about three weeks post-spawning; once free swimming, the fry normally does not return to the parent's mouth (Ref. 52307).",y
633,Krobia guianensis,external,clutch tenders,NA,Produces up to 500 eggs.,n
634,Krobia itanyi,external,clutch tenders,NA,NA,n
635,Labeotropheus fuelleborni,in mouth,external brooders,NA,Female takes brood into her mouth and takes care of the young.,y
636,Labeotropheus trewavasae,in mouth,external brooders,NA,Female takes brood into her mouth and takes care of the young.,y
637,Labidochromis caeruleus,in mouth,external brooders,NA,Mouthbrooder.,y
638,Labidochromis ianthinus,in mouth,external brooders,NA,Female is mouthbrooder.,y
639,Labidochromis lividus,in mouth,external brooders,NA,Female takes brood in her mouth.,y
640,Labidochromis vellicans,in mouth,external brooders,NA,"After releasing the young from her mouth for the first time, the female continues to tend them one more week.",y
641,Laetacara curviceps,external,clutch tenders,NA,Lays 300 eggs. Males and females have similar colors but the males are slightly larger. These fish make excellent parents (Ref. 12251). Eggs and larvae are tended and guarded by both parents (Ref. 40602).,n
642,Laetacara dorsigera,external,clutch tenders,NA,NA,n
643,Laetacara flavilabris,external,clutch tenders,NA,Spawns on flat surfaces: parents guard eggs and larvae (Ref. 40602).,n
644,Laetacara fulvipinnis,external,clutch tenders,biparental,Based on aquarium observations.,n
645,Laetacara thayeri,external,clutch tenders,NA,NA,n
646,Lamprologus callipterus,external,nesters,maternal,"Males collect empty snail shells which are then carried to the nest site (Ref. 47165). Females enter the shells to spawn and care for the brood, fanning the eggs and larvae for 10-14 days (Ref. 47165).",n
647,Lamprologus congoensis,external,nesters,NA,NA,n
648,Lamprologus meleagris,external,NA,NA,NA,n
649,Lamprologus ocellatus,external,nesters,NA,Typical shell-dwellers.,n
650,Lamprologus ornatipinnis,external,nesters,NA,Typical shell-dweller.,n
651,Lamprologus speciosus,external,nesters,maternal,Eggs are deposited in the snail shell that is inhabited by the female. The female guards and ventilates the eggs. Larve emerge after about 10 days and wander between the shells of their parents (Ref. 52467).,n
652,Lamprologus werneri,external,clutch tenders,NA,NA,n
653,Lepidiolamprologus elongatus,external,nesters,NA,Spawns in small caves.,n
654,Lestradea perspicax,external,external brooders,maternal,Larvae of up to 1.38 cm TL are mouthbrooded by a female parent 6.4 cm SL long (Ref. 86760).,y
655,Limbochromis robertsi,external,nesters,NA,NA,n
656,Limnochromis auritus,external,external brooders,biparental,Both parents are mouthbrooders.,y
657,Limnotilapia dardennii,external,NA,NA,NA,?
658,Lobochilotes labiatus,external,external brooders,maternal,Larvae of up to 2.03 cm TL are mouthbrooded by female parents 14.8 to 19.0 cm SL long (Ref. 86760).,y
659,Maylandia aurora,in mouth,external brooders,NA,Produces 40-70 eggs.,y
660,Maylandia greshakei,in mouth,external brooders,NA,Oviparous (Ref. 205).,y
661,Maylandia heteropicta,in mouth,external brooders,NA,Females are mouthbrooders.,y
662,Maylandia lanisticola,in mouth,external brooders,NA,NA,y
663,Maylandia livingstonii,in mouth,external brooders,NA,Females are mouthbrooders.,y
664,Maylandia lombardoi,in mouth,external brooders,maternal,"Females are mouthbrooders (Ref. 2060).  Males adorn one eggspot on the anal fin which mimics eggs and apparently functions to lure females to pick up this egg enabling fertilization of the rest of the eggs being brooded in the females's mouth (Ref. 47814).  In one experimental study, females are attracted to males with one large eggspot more than to those with numerous tiny eggs covering the same area (Ref. 47814).",y
665,Maylandia xanstomachus,external,external brooders,maternal,Mouthbrooding by females (Ref. 53335).,y
666,Maylandia zebra,in mouth,external brooders,NA,Produces up to 60 eggs.,y
667,Mazarunia mazarunii,external,clutch tenders,NA,Both parents tend the clutch. Larvae are often deposited in little holes in the roots.,n
668,Mchenga conophoros,NA,NA,NA,Male builds cone-shaped bowers in large breeding arenas off sand beaches in water 3-10 m deep.,n
669,Mchenga cyclicos,NA,NA,NA,Male builds cone-shaped bowers in breeding arenas over sand at 3-7 m deep.,n
670,Mchenga thinos,NA,NA,NA,Male builds cone-shaped bowers in breeding arenas on the rock/sand interface at water depths of 15-25 m.,n
671,Melanochromis auratus,in mouth,external brooders,NA,Lays up to 40 eggs. Female takes brood into her mouth and takes care of the young.,y
672,Melanochromis chipokae,in mouth,external brooders,NA,Female is mouthbrooder.,y
673,Melanochromis loriae,in mouth,external brooders,maternal,Females are mouthbrooders (Ref. 2060).,y
674,Melanochromis melanopterus,external,external brooders,maternal,Females are mouthbrooders.,y
675,Melanochromis vermivorus,in mouth,external brooders,NA,Female takes brood into her mouth and takes care of the young.,y
676,Mesonauta acora,external,clutch tenders,NA,Both parents care for eggs and larvae. Larvae are deposited in plants near the surface (40602).,n
677,Mesonauta festivus,external,clutch tenders,NA,NA,n
678,Mesonauta mirificus,external,clutch tenders,NA,NA,n
679,Mikrogeophagus altispinosus,external,clutch tenders,NA,"Eggs are deposited on stones and covered with sand, female cares for eggs. Larvae are carried into troughs and defended by both parents.",n
680,Mikrogeophagus ramirezi,external,clutch tenders,NA,Female cares for eggs and larvae (Ref. 47893. ,n
681,Mylochromis epichorialis,in mouth,external brooders,NA,NA,y
682,Nandopsis haitiensis,external,clutch tenders,NA,Clean a stone and deposit 150-200 eggs. Female cares for eggs and larvae (Ref. 40602).,n
683,Nandopsis ramsdeni,external,clutch tenders,NA,NA,n
684,Nandopsis tetracanthus,external,clutch tenders,NA,Max. 600 eggs (Ref. 2060).,n
685,Nannacara adoketa,external,clutch tenders,NA,Amber-colored 200-300 eggs are deposited on roots; both parents guard the eggs and larvae (Ref. 40602).,n
686,Nannacara anomala,external,clutch tenders,NA,"During spawning the female changes its color to a chess-board pattern, which is apparently recognized by the young. Only the female takes care of the (up to 300) eggs and young, the male may defend the larger territory (Ref. 40602).",n
687,Nannacara aureocephalus,external,clutch tenders,NA,The up to 100 eggs are deposited at the ceiling of a small caves or in the open; only the female guards the eggs and young (Ref. 40602).,n
688,Nanochromis parilus,external,clutch tenders,NA,NA,n
689,Neolamprologus brevis,external,nesters,NA,Typical shell-dwellers.,n
690,Neolamprologus brichardi,external,clutch tenders,NA,NA,n
691,Neolamprologus christyi,external,NA,NA,NA,?
692,Neolamprologus cylindricus,external,NA,NA,NA,?
693,Neolamprologus furcifer,external,nesters,NA,The female lays about 50 eggs on the roof of the pairs cave.,n
694,Neolamprologus leleupi,external,clutch tenders,NA,NA,n
695,Neolamprologus longior,external,nesters,NA,Spawns in caves.,n
696,Neolamprologus meeli,external,nesters,NA,Typical shell-dwellers.,n
697,Neolamprologus modestus,external,nesters,NA,"Spawns in caves, both parents care for the young.",n
698,Neolamprologus mustax,external,nesters,NA,Spawns in caves.,n
699,Neolamprologus nigriventris,external,NA,NA,NA,?
700,Neolamprologus obscurus,external,NA,NA,NA,?
701,Neolamprologus pulcher,external,clutch tenders,biparental,"The eggs are deposited in crevices; the area is defended by males, females, and larger juveniles together. Pairs remain together until one partner dies.",n
702,Neolamprologus sexfasciatus,external,nesters,NA,Typical cave spawner.,n
703,Neolamprologus tetracanthus,external,clutch tenders,NA,NA,n
704,Neolamprologus tretocephalus,external,clutch tenders,NA,NA,n
705,Neolamprologus wauthioni,external,nesters,NA,Shell dweller.,n
706,Nimbochromis fuscotaeniatus,in mouth,external brooders,NA,NA,y
707,Nimbochromis linni,in mouth,external brooders,NA,Female takes brood into her mouth and takes care of the young.,y
708,Nimbochromis livingstonii,in mouth,external brooders,NA,Female takes brood into her mouth and takes care of the young.,y
709,Nimbochromis polystigma,in mouth,external brooders,NA,Female takes brood into her mouth and takes care of the young.,y
710,Nimbochromis venustus,in mouth,external brooders,NA,Female takes brood into her mouth and takes care of the young.,y
711,Nosferatu bartoni,external,clutch tenders,NA,Spawns between 200 and 300 eggs.,n
712,Nosferatu labridens,external,clutch tenders,NA,NA,n
713,Nosferatu pantostictus,external,clutch tenders,NA,NA,n
714,Nosferatu steindachneri,external,clutch tenders,NA,The female tends mainly for eggs and larvae.,n
715,Nyassachromis boadzulu,in mouth,external brooders,NA,NA,n
716,Ophthalmotilapia nasuta,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 1.68 cm TL are mouthbrooded by female parents ranging from 8.5 to 9.8 cm SL (Ref. 86760).,y
717,Ophthalmotilapia ventralis,external,external brooders,maternal,Eggs from the cleavage phase and larvae of up to 1.97 cm TL are mouthbrooded by female parents ranging from 6.5 to 7.5 cm SL (Ref. 86760).,y
718,Oreochromis amphimelas,in mouth,external brooders,NA,Breeding cycle of about 7 weeks; there is evidence of biparental mouthbrooding (Ref. 2).    ,y
719,Oreochromis andersonii,in mouth,external brooders,NA,"Spawning did not occur in ponds at a temperature below 21å¡C (Ref. 2).  Rarely more than one brood in a season (Ref. 87, 246), but known to breed at least twice a year under pond conditions (Ref. 12524, 13337).  Males excavate saucer-shaped nests (Ref. 246, 314, 6465, 12524, 13337, 54048) that can be up to 75cm in diameter and 30cm deep, using mouth and fins (Ref. 2, 314, 52307), in the center of their territory (Ref. 52307), on a sandy substrate (any vegetation is uprooted with its mouth) and in water from 1-3m deep, where they display to attract females (Ref. 12524, 13337, 54048).  Up to 40 nests can be found together (Ref. 6465).  Females are the primary care-givers (Ref. 52307), moutbrooding eggs, larvae and fry; multiple broods are raised during the warmer months (Ref. 7248, 52193).  She lays her eggs in the concavity on top of the nest, the male fertilizes the eggs whereupon the female takes the eggs into her mouth where they are incubated; males guard the nest and females against all intruders; parental care is exercised for the first few weeks after the eggs hatch (Ref. 12524, 13337).",y
720,Oreochromis aureus,external,external brooders,maternal,"Nesting usually in shallow water weedy areas (Ref. 96).  Males establish territory and dig a spawning pit (Ref. 2, 6465, 54601), using mouth and fins (Ref. 2), up to 60cm deep and 4-6m in diameter; a number of territories can often be found clustered together (Ref. 52307).  Territories are defended by means of agressive behaviour (Ref. 6465), including lateral display, lateral biting and mouth-to-mouth combat (Ref. 2).  Reproduction is stimulated by long photoperiods and inhibited by short daylengths (Ref. 54365).  Reproduction requires a minimum temperature of about 20å¡C (Ref. 2).  Males visit schools of females and attempt to attract a female spawning partner (Ref. 2, 52307).  Courting behaviour in the nest consists of lateral display by both sexes with nipping and tail-flapping (Ref. 2).  Eggs are deposited in single clutches, from several dozen to 100 eggs (Ref. 52307), and are taken into the females mouth as soon as they are fertilized (Ref. 2, 6465, 52307),  with a peak spawning frequency around the 9-11th hour of light (Ref. 31140, 54365).  One female may hold up to 2000 eggs in her mouth (Ref. 2).  The female swims away to deeper water with the brood after spawning is complete (Ref. 2, 52307), while the male renews spawning activities with another female.  Hatching occurs about 3 days after oviposition (Ref. 2).  Incubation time varies with temperature, 13-14 days at 25-27å¡C (Ref. 2, 52307) or 8-10 days at 29å¡C (Ref. 144), and juveniles leave the mother's mouth when they are about 1.1cm in length (Ref. 54601).  The young school near parent's head for a few days, reentering the mouth at any sign of danger or at a gesture of the female;  parent-offspring relationship ceases after 5 days (Ref. 2).",y
721,Oreochromis esculentus,in mouth,external brooders,NA,"Reproduction probably triggered by the rains (Ref. 2771), with the time of maximum spawning activity coinciding with the wettest months of the year (Ref. 363).  Males form a crater-like spawning nest without a distinct wall (Ref. 27292).  The pit is about 30cm in diameter and 10cm deep, and is probably made in the early morning (Ref. 27292).  Ovaries show that a female may have a succession of three or more broods in a spawning period; brooding females often shelter in weed beds and swampy places (Ref. 2, 363).  Males defend their breeding territory (Ref. 2) for weeks or on and off for several months, while females only make short visits to the spawning grounds and leave the territory immediately after spawning (Ref. 363).  Males eat little while actively guarding the nest (Ref. 363).  Papyrus swamp channels (Ref. 363, 34921, 55020) and beaches with weed grown swamps (Ref. 34921) function as nursery areas.  Young become independent at a length of about 1.5cm (Ref. 2, 363)by which size the yolk sac is occluded and they have strated to feed (Ref. 363), and at about 12cm TL they move from the nursery areas to the open water (Ref. 2).",y
722,Oreochromis jipe,in mouth,external brooders,NA,"Breeding pits may be similar to those of <i>O. pangani</i>, consisting of a central pit surrounded by two or three series of smaller pits (Ref. 2, 55060).",y
723,Oreochromis karomo,external,external brooders,NA,"Males construct and maintain a mating platform which is a circular area of fine sand (Ref. 2), usually only about 10-15cm in diameter which is much smaller than the length of the fish (Ref. 55077), surrounded by a low ridge, on the top of a mound about 10 cm high (Ref. 2), but the mound might be 1m in diameter at its base and 30cm high (Ref. 55074, 55077).  The plaque of sand is kept very clean, making the nest visible from a considerable distance (Ref. 55077).  Little boundary fighting between close neighbours, but males seen to drive away individuals of other species (e.g. <i>Labeo</i> and <i>Clarias</i> as well as other cichlids)(Ref. 2, 55077).  Females are seen in the nests at various times throughout the day; the number of times a male spawns appears to be limited by the number of ripe females available; females cruise over the spawning grounds singly or in small shoals (Ref. 55077).  Courtship behaviour short and not particularly complex (Ref. 364), including displaying by the male to attract a female, snout shaking (nose wagging) and tassel dragging (Ref. 364, 55077).  Female lays a batch of eggs and immediately picks them up while the male drags his tassel over the nest (Ref. 2, 55077), but it remains unclear whether the eggs are fertilised in the water or in the mouth of the female (Ref. 55077).  2, 3 or more batches of eggs may be laid by the same female before she leaves the nest (Ref. 2, 55077), and the larger the female the more numerous the eggs (Ref. 55077).  Normal spawning generally takes less than 5 minutes (Ref. 55077).  Breeding individuals spend little time feeding (Ref. 2), and males do not leave their territory to feed (Ref. 5507).  Young of 11mm still with large yolk sacs were the largest seen from the mouth of a female (Ref. 55077).  Young of 2-6cm remain in schools in the shallows (Ref. 2, 55077).",y
724,Oreochromis karongae,in mouth,external brooders,NA,"Breeding period extends over several months as noted in Lake Malombe, at present one of the main breeding areas for this species (Ref. 6150).  Males build nests on a variety of substrata and at depths of 0.5m to at least 28m; nests generally 0.3-1.9m diameter, with dimensions correlated to male size (Ref. 55079).  Nest with a characteristic spawning cone in its center (Ref. 5595).  Courtship appears to occur mainly in the early morning (Ref. 40193, 55079), and consist of leading, followed by tilting and head-down quivering if the female follows the male to the nest (Ref. 40193).  A female with 324 young of 15mm long in the mouth has been caught (Ref. 2781).  Females keep guarding their fry until they are about 24 mm (Ref. 2781, 6150).",y
725,Oreochromis leucostictus,in mouth,external brooders,NA,"Breeds over shallow muddy bottoms in sheltered inlets and in the papyrus fringe (Ref. 56123).  Ripe males are found near the bottom over particular nesting areas (Ref. 39939).  Males establish territory and make a nest by mouth-digging (Ref. 2), actively preventing invasion by other fishes (Ref. 39939).  Nests made in shallow water, 15-300cm deep (Ref. 2, 56123), 16-20cm in diameter and 1-4m apart, dug in coarse leaf-debris or on shallow muddy bottoms (Ref. 2, 39939).  Brooding females from the lagoons are found in pools adjacent to the lagoons/nursery swamps (Ref. 2, 39939).  Fry spent their early days in shallow, grassy (Ref. 2, 32297, 39939) and deoxygenated swamps (Ref. 56123), but move to deeper water as their length increases (Ref. 32297, 39939).",y
726,Oreochromis lidole,in mouth,external brooders,NA,"Seems to be sexually mature at a smaller size in Lakes Chungruru and Kingiri than in Lake Malawi (Ref. 2, 54852).  Spawns off clean sandy or rocky shores (Ref. 2, 87, 2781) in deeper water (Ref. 2, 87, 2781, 5595, 6150, 40193).  Territorial males build a large (Ref. 5595, 40193, 55079) sand-castle nest, with a characteristic spawning cone in its center (Ref. 2, 5595).  Females congregate in schools that may number hundreds of individuals (Ref. 2, 2781, 5595).  The male genital tassel, which develops together with the breeding dress and imitates a clutch of eggs, is dragged through the nest after the females has deposited some eggs, which are picked up immediately; the female probably mistakes the tassel for eggs that have been forgotten and tries to collect them as well, which results in the eggs being fertilized (Ref. 5595).  Females carrying eggs in the mouth move into open, more eutrophic waters, and stay there until the young have almost lost the yolk sac; they feed little during this time (Ref. 2781).  Females brood eggs/young, guarding their fry until about 52(-58)mm (Ref. 2, 2781).  Females move inshore with their young for at least part of the day; the young are spat out to feed, and food (small phytoplankton) is found in the foregut before the involuted yolk-sac is fully absorbed (Ref. 2781).",y
727,Oreochromis macrochir,in mouth,external brooders,NA,"Breeds in summer (Ref. 2, 7248, 52193).  Males construct (Ref. 2, 13337) and defend (Ref. 2) a nest in shallowish waters (Ref. 2, 13337), which is a central volcano-shaped mound (Ref. 2, 314, 364, 5214, 13337, 55074) with a flat or slightly concave top which is the mating platform, surrounded by a ditch and vallum (groove and boundary wall) (Ref. 2).  The cone is higher than the boundary wall of the territory (Ref. 2).  Spawns in waters up to 150 cm deep, along banks of the lakes/river (Ref. 2).  Males court several females in succession and females may mate with more than one male in a summer, so that large populations of young may build up (Ref. 5214).  Several nests are often grouped into an arena (Ref. 5214, 7248, 36094, 52193).",y
728,Oreochromis mortimeri,in mouth,external brooders,NA,"Nest a saucer-shaped depression with a raised mound in the middle (Ref. 12524, 13337), made by the male in a breeding arena in shallow water down to about 4m (Ref. 54048). Females are lured to these through male courtship displays; female collects eggs in mouth after spawning and fertilisation, and moves off; mouthbrooding females may shoal together and do not feed at this time; eggs hatch after about ten days but remain in the mouth for a further few days; juveniles make short feeding sorties once the storage yolk is used up, but seldom stray far and dart into her mouth when danger threatens; after about another 10 days young are released in warm shallow water in the margins (nursery areas), where they feed independently in small shoals (Ref. 54048). Young released from mouthbrooding female are about 1cm long (Ref. 2). Female returns to the breeding arena where she spawns again (Ref. 54048).",y
729,Oreochromis mossambicus,external,external brooders,NA,"Spawns at the edge of the littoral terrace of lakes (Ref. 1, 2, 87, 6465), in sandy or muddy bottoms (Ref. 57425). Displays a lek mating system; territorial males establish breeding territories where they dig spawning pits, assume a dark coloration, defend a breeding territory and actively court females; sneaking males intrude into nests during a spawning episode, exhibiting quivering behavior which is usually an indicator of sperm release; sneaking is predominantly performed by subordinate males, which may adopt pseudo-female behavior (Ref. 57425). Only territorial males produce sounds, during all phases of courtship but especially during the late stages, including spawning (Ref. 49830). Territorial male excavates and defends a basin-shaped pit in the center of his territory, where female deposits 100-1700(1800) eggs (Ref. 44894, 52307). Eggs and milt are sucked up by the female (Ref. 2, 44894). Fertilization is reported to sometimes occur in the mouth of the female (Ref. 6028). Females incubate eggs alone (Ref. 12501, 52307). It is possible, albeit rare, that males take up some eggs after spawning (Ref. 2, 5726, 52307, 57895), but they almost always eat them soon after (Ref. 52307). Females school together while mouthbrooding (Ref. 40035), they cease to feed and subsist on food reserves stored in their body (Ref. 1). Females may spawn a full clutch with just one male, or may spawn with several different males in a series (Ref. 52307). Water is circulated over the eggs by chewing movements of the jaws (Ref. 12501, 12522). Fry hatch in the female's mouth after 3-5 days (Ref. 2, 12501, 12522, 44894, 52307), depending on the temperature (Ref. 52307). The young are released from the mouth in 10-14 days, but remain near the female and enter the mouth if threatened until about 3 weeks old (Ref. 2, 44894, 52307). Fry and juveniles shoal in shallow water (Ref. 6465, 7248, 57895) where they feed during the day, and retreat to deep water at night (Ref. 87, 6465). Females raise multiple broods during a season (Ref. 7248, 57895).",y
730,Oreochromis mweruensis,in mouth,external brooders,NA,Spawns along the banks of lakes/rivers at an average depth of 12 to 13 m. Mating territory largely occupied by a low mound with 6-12 grooves or crests radiating from the small central concave area (star-shaped nest). Males build the star-shaped nests on a sandy substrates.   ,y
731,Oreochromis niloticus,external,external brooders,maternal,"Sexual maturity is reached at 3-6 months depending on temperature, reaching about 30 g. Reproduction occurs only when temperatures are over 20å¡C. Several yearly spawnings every 30 days. Females incubate eggs inside their mouths (approximately for a week) where larvae hatch and remain until the vitellus is reabsorved. Egg size 1.5 mm, larval length at hatching 4 mm.Spawns in firm sand in water from 0.6 to 2 m deep of lakes (Ref. 2) and inshore waters (Ref. 55624). Males set up and defend territory which are visited by the females. Courtship lasts several hours.  A single male probably fertilises the eggs of more than one female (Ref. 55624). Eggs are shed in batches in shallow nest and fertilized by male. Each batch of eggs is picked up into oral cavity by female. Females solely involved in broodcare. Female carries up to 200 eggs in her mouth where the larvae hatch and remain until after the yolk-sac is absorbed.",y
732,Oreochromis rukwaensis,in mouth,external brooders,NA,"Males construct breeding territories in shallow water, each territory consisting of a central raised mating platform at the center of a large circular depression. Males occupy territory at sunrise when water temperature was 12å¡C. Exhibits pseudo-spawning and true spawning.   ",y
733,Oreochromis saka,NA,external brooders,NA,Forms breeding colonies in water of 2 to 4 m depth off reedy shores.      ,y
734,Oreochromis schwebischi,NA,external brooders,NA,"Nests are made on sandy or loamy bottoms in water 40-80 cm deep, or more sparsely in depths of a meter or more. They are circular basins with a diameter of 115-185 cm, about 20 cm deep in the middle with a rim raised 7-8 cm above the surrounding level. Spawning occurs at night, the fishes seeking deeper waters during the day to avoid high temperatures and intense illumination.  ",y
735,Oreochromis shiranus,in mouth,external brooders,NA,"Builds basin-shaped nests in shallow water from 0.15 m to 1.5 m deep , in sand overlaid with mud, in the vicinity of rooted aquatic vegetation. Females brood eggs and young in the mouth until the young reach a length of about 10 mm.    ",y
736,Oreochromis spilurus,in mouth,external brooders,maternal,"Spawns in shallow water with shelving bottom in ponds. Size of first spawning depends on population density (lower at higher densities). Mating pit is the size and shape of a saucer. Eggs probably fertilized before being taken into the mouth by the female, or are fertilized inside the mouth (Ref. 2).",y
737,Oreochromis squamipinnis,in mouth,external brooders,NA,"Mating behavior includes the T-stand, both partners alternately forming the horizontal part of the T. Eggs are laid in batches and immediately picked up by the female. Fertilization takes place both on the ground and in the mouth. Females brood eggs/young, guarding their fry until about 15 mm (Ref. 2781).   ",y
738,Oreochromis tanganicae,NA,external brooders,NA,Brooding females of 23-25 cm TL were included in the catches off sandy beaches.      ,?
739,Oreochromis upembae,external,external brooders,maternal,"Female broods the young and eggs in the mouth in the shelter of sandbanks in the Zaire of Yangambi. In various aquarium observations, male builds shallow spawning nests; female deposits eggs in nest; male fertilizes eggs; female takes eggs in mouth; female swallows additional sperms (Ref. 37042).",y
740,Oreochromis urolepis,in mouth,external brooders,NA,Arena spawning.      ,y
741,Oreochromis variabilis,in mouth,external brooders,NA,"Nests are built on sandy bottoms in shallow waters. Each nest consists of a central shallow saucer 13-15 cm in diameter, around which is a circle of small pits. This structure is the center of a larger pit, 30-39 cm in diameter. Breeding pair makes the T-stand. Female lays batches of eggs; picks them up and sucks at the male's genital tassel.  ",y
742,Orthochromis kasuluensis,NA,external brooders,NA,Probably a female mouthbrooder as several preserved specimens with eggs or fry in the mouth appeared to be females.,y
